Original_file	Chromosome	SNP_pos	GWAS p-value	FDR_rejected	FDR_adjusted_p-value	Gene_start	Gene_end	Gene_orientation	Distance Gene	SNP relative position	target AGI	target element type	short symbol	long symbol	short description	long description
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	9999583	7.90067086771e-07	1.000000	0.009292	10002659	10004281	-	4698	downstream	AT3G27130	gene	None	None	None	ID=AT3G27130;Note=protein_coding_gene;Name=AT3G27130
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	9999583	7.90067086771e-07	1.000000	0.009292	10002659	10004281	-	4698	downstream	AT3G27130.1	mRNA	None	None		BEST Arabidopsis thaliana protein match is: P-loop containing nucleoside triphosphate hydrolases superfamily protein (TAIR:AT3G27120.1); Has 20 Blast hits to 20 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 20; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	10035920	3.17650872044e-09	1.000000	0.000635	10039234	10043066	-	7146	downstream	AT3G27190	gene	UKL2	uridine kinase-like 2	None	ID=AT3G27190;Note=protein_coding_gene;Name=AT3G27190
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	10035920	3.17650872044e-09	1.000000	0.000635	10039234	10043066	-	7146	downstream	AT3G27190.1	mRNA	UKL2	uridine kinase-like 2	uridine kinase-like 2	uridine kinase-like 2 (UKL2); FUNCTIONS IN: uracil phosphoribosyltransferase activity, phosphotransferase activity, alcohol group as acceptor, kinase activity, ATP binding; INVOLVED IN: biosynthetic process, metabolic process; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Phosphoribulokinase/uridine kinase (InterPro:IPR006083), Uridine kinase (InterPro:IPR000764); BEST Arabidopsis thaliana protein match is: uridine kinase/uracil phosphoribosyltransferase 1 (TAIR:AT5G40870.1); Has 12747 Blast hits to 12735 proteins in 2617 species: Archae - 215; Bacteria - 9790; Metazoa - 531; Fungi - 482; Plants - 585; Viruses - 2; Other Eukaryotes - 1142 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	11140451	3.70902545854e-08	1.000000	0.001107	11138022	11138141	+	-2429	downstream	sORF4086	sorf	None	None	None	sORF4086.1;protein_coding
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	11140451	3.70902545854e-08	1.000000	0.001107	11136006	11137849	-	-2602	upstream	AT3G29170	gene	None	None	None	ID=AT3G29170;Note=protein_coding_gene;Name=AT3G29170
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	11140451	3.70902545854e-08	1.000000	0.001107	11136006	11137849	-	-2602	upstream	AT3G29170.1	mRNA	None	None	Eukaryotic protein of unknown function (DUF872)	Eukaryotic protein of unknown function (DUF872); CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0414, transmembrane (InterPro:IPR008590); BEST Arabidopsis thaliana protein match is: Eukaryotic protein of unknown function (DUF872) (TAIR:AT2G19350.1); Has 245 Blast hits to 245 proteins in 60 species: Archae - 0; Bacteria - 0; Metazoa - 137; Fungi - 0; Plants - 102; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	11140451	3.70902545854e-08	1.000000	0.001107	11142520	11147668	-	7217	downstream	AT3G29175	transposable_element_gene	None	None	None	ID=AT3G29175;Note=transposable_element_gene;Name=AT3G29175
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	11140451	3.70902545854e-08	1.000000	0.001107	11142520	11147668	-	7217	downstream	AT3G29175.1	mRNA_TE_gene	None	None	transposable element gene	Mutator-like transposase family, has a 3.8e-22 P-value blast match to GB:AAA21566 mudrA of transposon="MuDR" (MuDr-element) (Zea mays)
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	11140451	3.70902545854e-08	1.000000	0.001107	11138920	11139072	-	-1379	upstream	sORF4087	sorf	None	None	None	sORF4087.1;protein_coding
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	11140451	3.70902545854e-08	1.000000	0.001107	11140078	11140212	-	-239	upstream	sORF4088	sorf	None	None	None	sORF4088.1;protein_coding
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18365678	18366565	+	-2804	downstream	AT3G49540	gene	None	None	None	ID=AT3G49540;Note=protein_coding_gene;Name=AT3G49540
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18365678	18366565	+	-2804	downstream	AT3G49540.1	mRNA	None	None		unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; Has 9244 Blast hits to 5308 proteins in 962 species: Archae - 18; Bacteria - 2665; Metazoa - 1953; Fungi - 964; Plants - 333; Viruses - 74; Other Eukaryotes - 3237 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18367909	18368900	+	-573	in gene	AT3G49550	gene	None	None	None	ID=AT3G49550;Note=protein_coding_gene;Name=AT3G49550
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18367909	18368900	+	-573	in gene	AT3G49550.1	mRNA	None	None		unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G24610.1); Has 55 Blast hits to 55 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 55; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18370564	18372139	+	2082	upstream	AT3G49560	gene	None	None	None	ID=AT3G49560;Note=protein_coding_gene;Name=AT3G49560
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18370564	18372139	+	2082	upstream	AT3G49560.1	mRNA	None	None	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein; FUNCTIONS IN: protein transporter activity, P-P-bond-hydrolysis-driven protein transmembrane transporter activity; INVOLVED IN: protein transport; LOCATED IN: in 6 components; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Sterile alpha motif, type 1 (InterPro:IPR021129), Mitochondrial inner membrane translocase complex, subunit Tim17/22 (InterPro:IPR003397); BEST Arabidopsis thaliana protein match is: Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein (TAIR:AT5G24650.1); Has 96 Blast hits to 94 proteins in 24 species: Archae - 0; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 87; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18362443	18364913	-	-3569	upstream	AT3G49530	gene	NTL6	NTM1 (NAC WITH TRANSMEMBRANE MOTIF 1)-LIKE 6	None	ID=AT3G49530;Note=protein_coding_gene;Name=AT3G49530
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18362443	18364913	-	-3569	upstream	AT3G49530.1	mRNA	NTL6	NTM1 (NAC WITH TRANSMEMBRANE MOTIF 1)-LIKE 6	NAC domain containing protein 62	NAC domain containing protein 62 (NAC062); CONTAINS InterPro DOMAIN/s: No apical meristem (NAM) protein (InterPro:IPR003441); BEST Arabidopsis thaliana protein match is: TCV-interacting protein (TAIR:AT5G24590.2); Has 2933 Blast hits to 2926 proteins in 76 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 2931; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18368821	18368988	-	506	downstream	AT3G49551	gene	None	None	None	ID=AT3G49551;Note=protein_coding_gene;Name=AT3G49551
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18368821	18368988	-	506	downstream	AT3G49551.1	mRNA	None	None		unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18368482	3.64873678094e-08	1.000000	0.001107	18370123	18370263	-	1781	downstream	sORF4743	sorf	None	None	None	sORF4743.1;protein_coding
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18730847	1.41960569807e-08	1.000000	0.000710	18727840	18728649	+	-3007	downstream	AT3G50460	gene	HR2	homolog of RPW8 2	None	ID=AT3G50460;Note=protein_coding_gene;Name=AT3G50460
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18730847	1.41960569807e-08	1.000000	0.000710	18727840	18728649	+	-3007	downstream	AT3G50460.1	mRNA	HR2	homolog of RPW8 2	homolog of RPW8 2	homolog of RPW8 2 (HR2); CONTAINS InterPro DOMAIN/s: Powdery mildew resistance protein,  RPW8 domain (InterPro:IPR008808); BEST Arabidopsis thaliana protein match is: homolog of RPW8 3 (TAIR:AT3G50470.1); Has 107 Blast hits to 107 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 2; Plants - 104; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18730847	1.41960569807e-08	1.000000	0.000710	18729054	18730269	+	-1793	downstream	AT3G50470	gene	MLA10	INTRACELLULAR MILDEW A 10	None	ID=AT3G50470;Note=protein_coding_gene;Name=AT3G50470
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18730847	1.41960569807e-08	1.000000	0.000710	18729054	18730269	+	-1793	downstream	AT3G50470.1	mRNA	MLA10	INTRACELLULAR MILDEW A 10	homolog of RPW8 3	homolog of RPW8 3 (HR3); CONTAINS InterPro DOMAIN/s: Powdery mildew resistance protein,  RPW8 domain (InterPro:IPR008808); BEST Arabidopsis thaliana protein match is: homolog of RPW8 2 (TAIR:AT3G50460.1); Has 133 Blast hits to 132 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 2; Plants - 123; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18730847	1.41960569807e-08	1.000000	0.000710	18733068	18734388	+	2221	upstream	AT3G50480	gene	HR4	homolog of RPW8 4	None	ID=AT3G50480;Note=protein_coding_gene;Name=AT3G50480
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	3	18730847	1.41960569807e-08	1.000000	0.000710	18733068	18734388	+	2221	upstream	AT3G50480.1	mRNA	HR4	homolog of RPW8 4	homolog of RPW8 4	homolog of RPW8 4 (HR4); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to other organism; LOCATED IN: endomembrane system; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Powdery mildew resistance protein,  RPW8 domain (InterPro:IPR008808); BEST Arabidopsis thaliana protein match is: homolog of RPW8 3 (TAIR:AT3G50470.1); Has 106 Blast hits to 90 proteins in 15 species: Archae - 14; Bacteria - 4; Metazoa - 2; Fungi - 0; Plants - 72; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	4	16527439	2.49254795566e-07	1.000000	0.004530	16529225	16530199	+	1786	upstream	AT4G34600	gene	None	None	None	ID=AT4G34600;Note=protein_coding_gene;Name=AT4G34600
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	4	16527439	2.49254795566e-07	1.000000	0.004530	16529225	16530199	+	1786	upstream	AT4G34600.1	mRNA	None	None		unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: pollen tube growth; LOCATED IN: endomembrane system; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: M germinated pollen stage, LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G16385.1); Has 17 Blast hits to 17 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 17; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	4	16527439	2.49254795566e-07	1.000000	0.004530	16530346	16533034	-	5595	downstream	AT4G34610	gene	BLH6	BEL1-like homeodomain 6	None	ID=AT4G34610;Note=protein_coding_gene;Name=AT4G34610
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	4	16527439	2.49254795566e-07	1.000000	0.004530	16530346	16533034	-	5595	downstream	AT4G34610.1	mRNA	BLH6	BEL1-like homeodomain 6	BEL1-like homeodomain 6	BEL1-like homeodomain 6 (BLH6); FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription, DNA-dependent, regulation of transcription; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Homeobox (InterPro:IPR001356), Homeodomain-like (InterPro:IPR009057), POX (InterPro:IPR006563), Homeodomain-related (InterPro:IPR012287); BEST Arabidopsis thaliana protein match is: BEL1-like homeodomain 7 (TAIR:AT2G16400.1); Has 4819 Blast hits to 4819 proteins in 327 species: Archae - 0; Bacteria - 2; Metazoa - 1855; Fungi - 314; Plants - 2477; Viruses - 0; Other Eukaryotes - 171 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	4	16527439	2.49254795566e-07	1.000000	0.004530	16530346	16533001	-	5562	downstream	AT4G34610.2	mRNA	BLH6	BEL1-like homeodomain 6	BEL1-like homeodomain 6	BEL1-like homeodomain 6 (BLH6); FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription, DNA-dependent, regulation of transcription; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Homeobox (InterPro:IPR001356), Homeodomain-like (InterPro:IPR009057), POX (InterPro:IPR006563), Homeodomain-related (InterPro:IPR012287); BEST Arabidopsis thaliana protein match is: BEL1-like homeodomain 7 (TAIR:AT2G16400.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	4	16527439	2.49254795566e-07	1.000000	0.004530	16528837	16528932	-	1493	downstream	sORF6159	sorf	None	None	None	sORF6159.1;protein_coding
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	14857304	6.76665231335e-09	1.000000	0.000676	14852801	14857098	-	-206	upstream	AT5G37450	gene	None	None	None	ID=AT5G37450;Note=protein_coding_gene;Name=AT5G37450
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	14857304	6.76665231335e-09	1.000000	0.000676	14852801	14857098	-	-206	upstream	AT5G37450.1	mRNA	None	None	Leucine-rich repeat protein kinase family protein	Leucine-rich repeat protein kinase family protein; FUNCTIONS IN: protein serine/threonine kinase activity, kinase activity, ATP binding; INVOLVED IN: transmembrane receptor protein tyrosine kinase signaling pathway, protein amino acid phosphorylation; LOCATED IN: endomembrane system; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Serine/threonine-protein kinase domain (InterPro:IPR002290), Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Leucine-rich repeat (InterPro:IPR001611), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Serine/threonine-protein kinase, active site (InterPro:IPR008271), Protein kinase-like domain (InterPro:IPR011009), Protein kinase, catalytic domain (InterPro:IPR000719), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635); BEST Arabidopsis thaliana protein match is: Leucine-rich repeat protein kinase family protein (TAIR:AT1G06840.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	14857304	6.76665231335e-09	1.000000	0.000676	14858494	14860362	-	3058	downstream	AT5G37460	gene	None	None	None	ID=AT5G37460;Note=protein_coding_gene;Name=AT5G37460
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	14857304	6.76665231335e-09	1.000000	0.000676	14858494	14860362	-	3058	downstream	AT5G37460.1	mRNA	None	None	Family of unknown function (DUF577)	Family of unknown function (DUF577); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF577 (InterPro:IPR007598); BEST Arabidopsis thaliana protein match is: Family of unknown function (DUF577) (TAIR:AT5G37470.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21515026	21520421	+	-964	in gene	AT5G53060	gene	SHI1	SHINY 1	None	ID=AT5G53060;Note=protein_coding_gene;Name=AT5G53060
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21515026	21518437	+	-964	in gene	AT5G53060.1	mRNA	SHI1	SHINY 1	RNA-binding KH domain-containing protein	RNA-binding KH domain-containing protein; FUNCTIONS IN: RNA binding, nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: K Homology, type 1, subgroup (InterPro:IPR018111), K Homology (InterPro:IPR004087), K Homology, type 1 (InterPro:IPR004088); BEST Arabidopsis thaliana protein match is: RNA-binding KH domain-containing protein (TAIR:AT5G15270.1); Has 2883 Blast hits to 1912 proteins in 183 species: Archae - 0; Bacteria - 2; Metazoa - 1739; Fungi - 239; Plants - 817; Viruses - 2; Other Eukaryotes - 84 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21515026	21520421	+	-964	in gene	AT5G53060.2	mRNA	SHI1	SHINY 1	RNA-binding KH domain-containing protein	RNA-binding KH domain-containing protein; FUNCTIONS IN: RNA binding, nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: K Homology, type 1, subgroup (InterPro:IPR018111), K Homology (InterPro:IPR004087), K Homology, type 1 (InterPro:IPR004088); BEST Arabidopsis thaliana protein match is: RNA-binding KH domain-containing protein (TAIR:AT5G15270.1).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21518593	21520421	+	2603	upstream	AT5G53070	gene	None	None	None	ID=AT5G53070;Note=protein_coding_gene;Name=AT5G53070
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21518593	21520421	+	2603	upstream	AT5G53070.1	mRNA	None	None	Ribosomal protein L9/RNase H1	Ribosomal protein L9/RNase H1; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis; LOCATED IN: ribosome, intracellular; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L9 (InterPro:IPR000244), Ribosomal protein L9/RNase H1, N-terminal (InterPro:IPR009027), Ribosomal protein L9, N-terminal (InterPro:IPR020070), Ribosomal protein L9, C-terminal (InterPro:IPR020069); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21510095	21513576	-	-2414	upstream	AT5G53050	gene	None	None	None	ID=AT5G53050;Note=protein_coding_gene;Name=AT5G53050
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21510163	21513507	-	-2483	upstream	AT5G53050.1	mRNA	None	None	alpha/beta-Hydrolases superfamily protein	alpha/beta-Hydrolases superfamily protein; CONTAINS InterPro DOMAIN/s: Alpha/beta hydrolase fold-1 (InterPro:IPR000073); BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT4G02340.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21510129	21513576	-	-2414	upstream	AT5G53050.2	mRNA	None	None	alpha/beta-Hydrolases superfamily protein	alpha/beta-Hydrolases superfamily protein; FUNCTIONS IN: hydrolase activity, catalytic activity; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Epoxide hydrolase-like (InterPro:IPR000639), Alpha/beta hydrolase fold-1 (InterPro:IPR000073); BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT4G02340.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_79_ABA2_Mean_LRR.pvals	5	21515990	5.92958697183e-07	1.000000	0.007904	21510095	21513576	-	-2414	upstream	AT5G53050.3	mRNA	None	None	alpha/beta-Hydrolases superfamily protein	alpha/beta-Hydrolases superfamily protein; FUNCTIONS IN: hydrolase activity, catalytic activity; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Epoxide hydrolase-like (InterPro:IPR000639), Alpha/beta hydrolase fold-1 (InterPro:IPR000073); BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT4G02340.1); Has 11083 Blast hits to 11081 proteins in 1482 species: Archae - 92; Bacteria - 8297; Metazoa - 245; Fungi - 229; Plants - 334; Viruses - 5; Other Eukaryotes - 1881 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	3	13382727	7.27174610632e-07	0.000000	0.072883	13384833	13387113	+	2106	upstream	AT3G32445	pseudogene	None	None	None	ID=AT3G32445;Note=pseudogene;Name=AT3G32445
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	3	13382727	7.27174610632e-07	0.000000	0.072883	13384833	13387113	+	2106	upstream	AT3G32445.1	pseudogenic_transcript	None	None		pseudogene, putative ribonucleotide reductase, blastp match of 60% identity and 6.2e-22 P-value to SP|O04974|LU1B_LYCPN 2-isopropylmalate synthase B (EC 4.1.3.12) (Alpha-isopropylmalate synthase B) (Alpha-IPM synthetase B). (Tomato) {Lycopersicon pennellii}
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	3	13382727	7.27174610632e-07	0.000000	0.072883	13380744	13383624	-	897	in gene	AT3G32425	transposable_element_gene	None	None	None	ID=AT3G32425;Note=transposable_element_gene;Name=AT3G32425;Derives_from=AT3TE54575
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	3	13382727	7.27174610632e-07	0.000000	0.072883	13380744	13383624	-	897	in gene	AT3G32425.1	mRNA_TE_gene	None	None	transposable element gene	Mutator-like transposase family, has a 3.5e-44 P-value blast match to GB:AAA21566 mudrA of transposon="MuDR" (MuDr-element) (Zea mays)
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	3	13382727	7.27174610632e-07	0.000000	0.072883	13384213	13384773	-	2046	downstream	AT3G32435	transposable_element_gene	None	None	None	ID=AT3G32435;Note=transposable_element_gene;Name=AT3G32435
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	3	13382727	7.27174610632e-07	0.000000	0.072883	13384213	13384773	-	2046	downstream	AT3G32435.1	mRNA_TE_gene	None	None	transposable element gene	pseudogene, similar to putative reverse transcriptase, similar to putative non-LTR retroelement reverse transcriptase GI:4335720 from (Arabidopsis thaliana); blastp match of 31% identity and 1.0e-11 P-value to GP|27311287|gb|AAO00713.1||AC078894 putative reverse transcriptase {Oryza sativa (japonica cultivar-group)}
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	4	5993993	1.75115190504e-07	1.000000	0.035103	5987419	5991819	+	-6574	downstream	AT4G09455	transposable_element_gene	None	None	None	ID=AT4G09455;Note=transposable_element_gene;Name=AT4G09455;Derives_from=AT4TE25200
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	4	5993993	1.75115190504e-07	1.000000	0.035103	5987419	5991819	+	-6574	downstream	AT4G09455.1	mRNA_TE_gene	None	None	transposable element gene	copia-like retrotransposon family, has a 1.2e-236 P-value blast match to GB:AAA57005 Hopscotch polyprotein (Ty1_Copia-element) (Zea mays)
rh.maf0.05_emmax.pvals_pid_12_CK_Mean_LRD_P_adj.pvals	4	5993993	1.75115190504e-07	1.000000	0.035103	5992966	5994258	+	-1027	in gene	AT4G09460	gene	MYB6	myb domain protein 6	None	ID=AT4G09460;Note=protein_coding_gene;Name=AT4G09460
